RegionID	NumReads	NumCpGs	VC_maxdist	VC_skip	Sig_maxdist	Sig_skip	CramersV_maxdist	CramersV_skip	PermanovaP_maxdist	PermanovaP_skip	PermanovaValid_maxdist	PermanovaValid_skip
598	90	70	Weak	Strong	False	True	0	1	1	0.01	False	True
599	86	83	Weak	Strong	False	False	0	0	1	0.01	False	True
600	94	66	Strong	Strong	True	False	0.5383	0	0.01	0.01	True	True
602	121	61	Noise	Weak	False	False	0	0	1	1	False	False
604	122	62	Strong	Strong	False	True	0	0.3954	0.01	0.01	True	True
605	115	89	Weak	Strong	False	True	0	0.5327	1	0.01	False	True
606	82	65	Weak	Strong	False	True	0	0.5876	1	0.01	False	True
607	113	118	Weak	Subclone	False	True	0	0.5345	1	0.01	False	True
608	94	76	Weak	Strong	False	False	0	0	0.01	0.01	True	True
609	103	75	Weak	Strong	False	True	0	0.5058	1	0.01	False	True
610	99	61	Weak	Strong	False	True	0	0.5367	1	0.01	False	True
612	96	78	Weak	Strong	False	True	0	0.5636	1	0.01	False	True
613	92	79	Weak	Strong	False	False	0	0	1	0.01	False	True
616	100	140	Noise	Strong	False	False	0	0	1	0.01	False	True
617	110	94	Weak	Strong	False	False	0	0	1	0.01	False	True
618	87	82	Weak	Strong	False	False	0	0	1	0.01	False	True
619	113	179	Weak	Strong	False	True	0	0.5365	1	0.01	False	True
620	96	31	Weak	Strong	False	True	0	0.6916	1	0.01	False	True
621	108	59	Strong	Strong	False	True	0	0.5185	0.01	0.01	True	True
622	106	65	Weak	Strong	False	True	0	0.6667	1	0.01	False	True
623	110	88	Strong	Weak	False	False	0	0	0.01	1	True	False
624	105	38	Weak	Strong	False	True	0	0.35	1	0.01	False	True
625	100	56	Weak	Strong	False	False	0	0	0.01	0.01	True	True
626	103	49	Weak	Strong	False	True	0	0.5061	1	0.01	False	True
627	122	50	Weak	Strong	False	False	0	0	1	0.01	False	True
628	108	51	Weak	Noise	False	False	0	0	1	1	False	False
629	123	35	Weak	Strong	False	True	0	0.5641	1	0.01	False	True
630	124	43	Weak	Strong	False	True	0	0.5505	1	0.01	False	True
631	108	89	Weak	Strong	False	True	0	0.6796	1	0.01	False	True
632	130	70	Weak	Strong	False	True	0	0.6397	1	0.01	False	True
633	133	73	Weak	Strong	False	True	0	0.2012	1	0.01	False	True
635	107	60	Weak	Strong	False	False	0	0	1	0.01	False	True
636	103	44	Weak	Strong	False	True	0	0.6055	1	0.01	False	True
637	125	69	Strong	Strong	False	True	0	0.5159	0.01	0.01	True	True
638	79	78	Strong	Strong	False	True	0	0.7232	0.01	0.01	True	True
639	114	48	Weak	Subclone	False	True	0	0.381	1	0.01	False	True
640	103	61	Weak	Strong	False	False	0	0	1	0.01	False	True
641	92	46	Weak	Strong	False	True	0	0.6916	1	0.01	False	True
642	97	61	Noise	Weak	False	False	0	0	1	1	False	False
644	107	48	Strong	Strong	False	True	0	0.4996	0.01	0.01	True	True
645	120	63	Weak	Strong	False	True	0	0.4853	1	0.01	False	True
647	90	103	Weak	Strong	False	False	0	0	1	0.01	False	True
648	118	126	Weak	Subclone	False	True	0	0.3606	1	0.01	False	True
649	94	89	Weak	Strong	False	True	0	1	1	0.01	False	True
650	90	63	Weak	Strong	False	True	0	0.5071	1	0.01	False	True
651	90	77	Strong	Strong	False	True	0	0.5941	0.01	0.01	True	True
652	111	54	Weak	Strong	False	True	0	0.8377	1	0.01	False	True
653	93	144	Weak	Strong	False	False	0	0	1	0.01	False	True
654	108	56	Weak	Strong	False	False	0	0	1	0.01	False	True
655	102	157	Noise	Strong	False	True	0	0.5048	1	0.01	False	True
656	113	130	Weak	Strong	False	True	0	0.5975	1	0.01	False	True
657	92	109	Weak	Strong	False	True	0	0.5508	1	0.01	False	True
659	94	37	Weak	Strong	False	False	0	0	1	0.01	False	True
661	107	57	Weak	Strong	False	True	0	0.3213	1	0.01	False	True
662	91	61	Weak	Strong	False	False	0	0	1	0.01	False	True
664	121	39	Weak	Strong	False	False	0	0	1	0.01	False	True
666	112	24	Weak	Strong	False	False	0	0	1	0.01	False	True
667	86	47	Strong	Strong	False	True	0	0.7284	0.01	0.01	True	True
668	79	40	Weak	Strong	False	False	0	0	1	0.01	False	True
670	121	77	Weak	Strong	False	False	0	0	0.01	0.01	True	True
671	98	58	Weak	Strong	False	False	0	0	1	0.01	False	True
672	71	47	Weak	Strong	False	False	0	0	1	0.01	False	True
673	83	51	Weak	Strong	False	True	0	0.9551	1	0.01	False	True
675	79	31	Weak	Strong	False	True	0	0.9085	1	0.01	False	True
678	93	99	Weak	Strong	False	False	0	0	1	0.01	False	True
680	77	84	Weak	Strong	False	False	0	0	1	0.01	False	True
681	79	62	Strong	Strong	False	True	0	1	0.01	0.01	True	True
682	77	65	Weak	Strong	False	False	0	0	1	0.01	False	True
683	97	64	Weak	Strong	False	True	0	1	1	0.01	False	True
684	81	62	Weak	Strong	False	False	0	0	1	0.01	False	True
685	78	31	Weak	Strong	False	True	0	0.7	1	0.01	False	True
686	100	62	Weak	Strong	False	True	0	0.9354	1	0.01	False	True
687	89	35	Strong	Strong	False	True	0	0.7819	0.01	0.01	True	True
688	93	71	Weak	Strong	False	True	0	1	1	0.01	False	True
689	87	65	Weak	Strong	False	False	0	0	1	0.01	False	True
690	64	50	Weak	Strong	False	True	0	0.7164	1	0.01	False	True
691	84	59	Weak	Strong	False	True	0	1	1	0.01	False	True
692	80	56	Weak	Strong	False	True	0	0.7706	1	0.01	False	True
693	60	56	Weak	Strong	False	False	0	0	1	0.01	False	True
694	87	60	Weak	Strong	False	True	0	0.6556	0.01	0.01	True	True
695	68	29	Weak	Strong	False	False	0	0	1	0.01	False	True
696	67	50	Weak	Strong	False	True	0	0.8641	1	0.01	False	True
697	92	59	Weak	Strong	False	True	0	1	1	0.01	False	True
698	77	71	Strong	Strong	False	True	0	0.9354	0.01	0.01	True	True
699	74	36	Weak	Strong	False	True	0	0.6684	1	0.01	False	True
700	89	60	Weak	Strong	False	True	0	0.9635	1	0.01	False	True
701	83	45	Strong	Strong	False	True	0	0.5976	0.01	0.01	True	True
702	74	54	Weak	Strong	False	False	0	0	1	0.01	False	True
703	84	43	Weak	Strong	False	True	0	0.892	1	0.01	False	True
704	91	50	Weak	Strong	False	True	0	0.8874	1	0.01	False	True
706	77	46	Weak	Strong	False	False	0	0	1	0.01	False	True
707	84	60	Weak	Strong	False	True	0	0.825	1	0.01	False	True
708	90	41	Weak	Strong	False	True	0	0.5195	1	0.01	False	True
710	60	54	Weak	Strong	False	False	0	0	1	0.01	False	True
711	62	164	Weak	Strong	False	True	0	0.6168	1	0.01	False	True
712	98	66	Weak	Strong	False	True	0	0.909	1	0.01	False	True
713	68	80	Weak	Strong	False	True	0	0.9403	1	0.01	False	True
714	61	62	Weak	Strong	False	False	0	0	1	0.01	False	True
715	91	52	Weak	Strong	False	False	0	0	1	0.01	False	True
717	88	48	Weak	Strong	False	False	0	0	1	0.01	False	True
718	70	46	Weak	Strong	False	False	0	0	1	0.01	False	True
719	100	72	Weak	Strong	False	False	0	0	1	0.01	False	True
720	87	68	Weak	Strong	False	False	0	0	1	0.01	False	True
721	95	100	Noise	Strong	False	False	0	0	1	0.01	False	True
723	110	59	Weak	Strong	False	False	0	0	1	0.01	False	True
724	112	65	Strong	Strong	False	True	0	0.5466	0.01	0.01	True	True
725	118	68	Weak	Strong	False	True	0	0.746	1	0.01	False	True
726	83	56	Weak	Strong	False	False	0	0	1	0.01	False	True
727	107	57	Weak	Strong	False	True	0	0.5618	1	0.01	False	True
728	103	57	Weak	Strong	False	True	0	0.9537	1	0.01	False	True
729	92	78	Weak	Strong	False	True	0	0.6602	1	0.01	False	True
730	108	78	Weak	Noise	False	False	0	0	0.01	1	True	False
731	109	83	Noise	Weak	False	False	0	0	1	1	False	False
733	110	45	Weak	Strong	False	True	0	0.5919	1	0.01	False	True
734	111	43	Strong	Strong	False	True	0	0.6093	0.01	0.01	True	True
735	108	50	Weak	Strong	False	True	0	0.5566	1	0.01	False	True
736	107	43	Weak	Strong	False	True	0	0.5292	1	0.01	False	True
737	104	70	Weak	Strong	False	True	0	0.4056	1	0.01	False	True
738	105	86	Weak	Strong	False	True	0	0.9659	1	0.01	False	True
739	108	86	Weak	Strong	False	True	0	0.9675	1	0.01	False	True
740	97	61	Weak	Strong	False	True	0	0.441	1	0.01	False	True
742	108	93	Strong	Strong	False	True	0	0.6469	0.01	0.01	True	True
743	93	53	Weak	Strong	False	True	0	0.9121	1	0.01	False	True
744	95	86	Weak	Strong	False	False	0	0	1	0.01	False	True
745	109	53	Weak	Strong	False	False	0	0	1	0.01	False	True
747	116	56	Weak	Strong	False	True	0	0.4805	1	0.01	False	True
748	106	46	Weak	Strong	False	False	0	0	1	0.01	False	True
749	87	43	Weak	Strong	False	False	0	0	1	0.01	False	True
750	90	42	Weak	Strong	False	True	0	0.4977	1	0.01	False	True
751	111	90	Weak	Strong	False	False	0	0	1	0.01	False	True
752	110	37	Weak	Strong	False	True	0	0.6374	1	0.01	False	True
753	102	54	Weak	Strong	False	False	0	0	1	0.01	False	True
754	90	110	Weak	Strong	False	False	0	0	1	0.01	False	True
755	95	110	Weak	Strong	False	False	0	0	1	0.01	False	True
756	122	43	Strong	Strong	False	True	0	0.5025	0.01	0.01	True	True
757	108	37	Weak	Strong	False	False	0	0	1	0.01	False	True
759	103	38	Weak	Strong	False	True	0	0.6463	1	0.01	False	True
760	125	54	Weak	Strong	False	True	0	0.631	1	0.01	False	True
761	103	122	Weak	Strong	False	False	0	0	1	0.01	False	True
762	92	75	Weak	Strong	False	True	0	0.4922	1	0.01	False	True
763	97	40	Weak	Strong	False	True	0	0.5736	1	0.01	False	True
764	105	58	Weak	Strong	False	True	0	0.4944	1	0.01	False	True
765	101	47	Weak	Strong	False	True	0	0.4767	1	0.01	False	True
766	120	47	Weak	Strong	False	True	0	0.607	1	0.01	False	True
767	103	57	Strong	Strong	True	False	0.1438	0	0.01	0.01	True	True
768	95	62	Weak	Strong	False	False	0	0	1	0.01	False	True
769	123	40	Weak	Strong	False	True	0	0.3447	1	0.01	False	True
770	98	53	Weak	Strong	False	True	0	0.6659	1	0.01	False	True
772	108	102	Weak	Strong	False	False	0	0	0.01	0.01	True	True
773	120	135	Weak	Strong	False	True	0	0.5593	1	0.01	False	True
774	102	47	Weak	Strong	False	True	0	0.429	1	0.01	False	True
775	104	67	Weak	Strong	False	True	0	0.5215	1	0.01	False	True
777	140	43	Weak	Strong	False	True	0	0.6413	1	0.01	False	True
778	107	52	Weak	Strong	False	True	0	0.9494	1	0.01	False	True
779	99	58	Weak	Strong	False	False	0	0	1	0.01	False	True
781	99	336	Weak	Strong	False	True	0	0.5246	1	0.01	False	True
782	116	81	Weak	Strong	False	True	0	0.5279	1	0.01	False	True
783	90	79	Noise	Strong	False	False	0	0	1	0.01	False	True
784	98	71	Weak	Strong	False	True	0	1	1	0.01	False	True
785	95	63	Weak	Strong	False	False	0	0	1	0.01	False	True
786	94	58	Weak	Strong	False	False	0	0	1	0.01	False	True
787	119	105	Weak	Strong	False	True	0	0.5525	1	0.01	False	True
788	106	93	Weak	Strong	False	False	0	0	1	0.01	False	True
790	94	45	Weak	Strong	False	True	0	0.6547	0.01	0.01	True	True
791	124	47	Weak	Strong	False	True	0	0.617	1	0.01	False	True
792	113	46	Weak	Strong	False	True	0	0.5742	1	0.01	False	True
793	103	54	Weak	Strong	False	True	0	0.6627	1	0.01	False	True
794	132	44	Strong	Strong	False	True	0	0.4111	0.01	0.01	True	True
795	79	43	Weak	Strong	False	True	0	0.6077	1	0.01	False	True
796	122	45	Weak	Strong	False	True	0	0.5829	0.01	0.01	True	True
797	119	64	Weak	Strong	False	True	0	0.9571	1	0.01	False	True
798	108	49	Weak	Strong	False	False	0	0	1	0.01	False	True
799	101	44	Weak	Strong	False	True	0	0.5676	1	0.01	False	True
800	99	53	Weak	Strong	False	False	0	0	1	0.01	False	True
801	104	51	Weak	Strong	False	False	0	0	1	0.01	False	True
802	98	39	Weak	Strong	False	True	0	0.4239	1	0.01	False	True
803	91	61	Weak	Strong	False	True	0	0.6467	1	0.01	False	True
804	115	52	Strong	Strong	False	True	0	0.4644	0.01	0.01	True	True
805	82	74	Weak	Strong	False	True	0	0.6736	1	0.01	False	True
806	94	45	Weak	Strong	False	False	0	0	1	0.01	False	True
807	109	55	Weak	Strong	False	False	0	0	1	0.01	False	True
808	114	47	Weak	Strong	False	True	0	0.4496	1	0.01	False	True
809	91	52	Weak	Strong	False	False	0	0	1	0.01	False	True
810	83	53	Weak	Subclone	False	False	0	0	1	0.01	False	True
811	92	36	Weak	Strong	False	False	0	0	1	0.01	False	True
812	95	40	Weak	Strong	False	False	0	0	0.01	0.01	True	True
815	161	111	Weak	Strong	False	False	0	0	1	0.01	False	True
819	210	75	Weak	Strong	False	False	0	0	1	0.01	False	True
820	180	145	Weak	Strong	False	False	0	0	1	0.01	False	True
821	182	67	Weak	Strong	False	False	0	0	1	0.01	False	True
822	181	64	Weak	Strong	False	True	0	0.6111	1	0.01	False	True
823	168	82	Weak	Strong	False	False	0	0	1	0.01	False	True
824	155	78	Weak	Strong	False	True	0	0.6758	1	0.01	False	True
826	131	72	Weak	Strong	False	True	0	0.4754	1	0.01	False	True
827	157	77	Strong	Weak	False	False	0	0	0.01	1	True	False
828	178	63	Weak	Strong	False	False	0	0	1	0.01	False	True
832	158	168	Noise	Weak	False	False	0	0	1	1	False	False
833	186	72	Weak	Strong	False	False	0	0	1	0.01	False	True
834	170	71	Weak	Strong	False	False	0	0	1	0.01	False	True
835	174	136	Weak	Strong	False	True	0	0.6993	1	0.01	False	True
838	202	109	Noise	Subclone	False	False	0	0	1	0.01	False	True
840	177	62	Strong	Strong	False	True	0	0.3485	0.01	0.01	True	True
842	140	44	Strong	Strong	False	True	0	0.693	0.01	0.01	True	True
843	137	40	Weak	Strong	False	False	0	0	1	0.01	False	True
847	179	61	Weak	Strong	False	True	0	0.4489	1	0.01	False	True
848	147	51	Weak	Strong	False	False	0	0	1	0.01	False	True
849	166	44	Weak	Strong	False	True	0	0.3325	0.01	0.01	True	True
850	152	40	Weak	Strong	False	False	0	0	1	0.01	False	True
858	172	139	Weak	Strong	False	False	0	0	1	0.01	False	True
860	134	83	Weak	Strong	False	True	0	0.429	1	0.01	False	True
862	162	69	Weak	Strong	False	True	0	0.4143	1	0.01	False	True
864	150	83	Weak	Noise	False	False	0	0	1	1	False	False
865	134	50	Weak	Strong	False	False	0	0	1	0.01	False	True
866	179	61	Noise	Weak	False	False	0	0	1	1	False	False
867	180	72	Weak	Strong	False	False	0	0	1	0.01	False	True
870	171	66	Weak	Strong	False	False	0	0	0.01	0.01	True	True
871	126	70	Weak	Strong	False	False	0	0	1	0.01	False	True
872	182	56	Weak	Strong	False	False	0	0	1	0.01	False	True
873	184	75	Weak	Strong	False	False	0	0	1	0.01	False	True
874	157	43	Weak	Strong	False	True	0	0.6266	1	0.01	False	True
875	186	42	Weak	Strong	False	False	0	0	1	0.01	False	True
876	167	88	Weak	Strong	False	True	0	0.3326	1	0.01	False	True
877	175	63	Weak	Strong	False	False	0	0	1	0.01	False	True
878	182	47	Weak	Strong	False	False	0	0	1	0.01	False	True
879	183	48	Weak	Strong	False	True	0	0.1631	1	0.01	False	True
880	192	45	Weak	Noise	False	False	0	0	1	0.01	False	True
881	185	42	Weak	Subclone	False	False	0	0	0.01	0.01	True	True
882	182	73	Noise	Strong	False	False	0	0	1	0.01	False	True
883	179	34	Weak	Strong	False	True	0	0.2092	1	0.01	False	True
884	137	26	Weak	Strong	False	True	0	0.3749	1	0.01	False	True
885	177	27	Weak	Strong	False	True	0	0.3766	1	0.01	False	True
886	191	37	Weak	Strong	False	True	0	0.4735	1	0.01	False	True
887	165	56	Weak	Strong	False	False	0	0	0.01	0.01	True	True
888	153	54	Weak	Strong	False	False	0	0	0.01	0.01	True	True
891	156	88	Strong	Noise	False	False	0	0	0.01	1	True	False
893	147	51	Strong	Weak	False	False	0	0	0.01	0.02	True	True
895	168	67	Strong	Noise	False	False	0	0	0.01	1	True	False
897	171	68	Weak	Strong	False	False	0	0	1	0.01	False	True
899	169	49	Strong	Noise	False	False	0	0	0.01	1	True	False
902	145	73	Weak	Strong	False	False	0	0	1	0.01	False	True
903	169	51	Weak	Strong	False	False	0	0	1	0.01	False	True
906	140	73	Weak	Strong	False	False	0	0	1	0.01	False	True
908	123	38	Weak	Strong	False	True	0	0.4856	1	0.01	False	True
909	149	65	Weak	Strong	False	True	0	0.659	0.01	0.01	True	True
910	125	66	Weak	Strong	False	True	0	0.6101	1	0.01	False	True
911	130	74	Weak	Strong	False	False	0	0	1	0.01	False	True
912	153	48	Strong	Strong	False	True	0	0.5236	0.01	0.01	True	True
913	129	38	Weak	Strong	False	True	0	0.971	1	0.01	False	True
914	147	32	Strong	Strong	False	True	0	0.2787	0.01	0.01	True	True
916	129	65	Weak	Strong	False	True	0	0.5853	1	0.01	False	True
917	133	64	Strong	Strong	False	True	0	0.5854	0.01	0.01	True	True
918	142	30	Weak	Strong	False	False	0	0	1	0.01	False	True
920	122	64	Weak	Strong	False	False	0	0	1	0.01	False	True
923	145	176	Weak	Strong	False	False	0	0	1	0.01	False	True
924	139	85	Weak	Strong	False	False	0	0	1	0.01	False	True
926	151	64	Weak	Strong	False	False	0	0	1	0.01	False	True
927	153	75	Weak	Strong	False	False	0	0	1	0.01	False	True
928	146	71	Weak	Strong	False	True	0	0.474	1	0.01	False	True
929	183	81	Strong	Strong	False	True	0	0.603	0.01	0.01	True	True
931	147	131	Strong	Noise	False	False	0	0	0.01	1	True	False
933	137	75	Strong	Strong	True	False	0.7558	0	0.01	0.01	True	True
934	108	130	Weak	Strong	False	False	0	0	1	0.01	False	True
937	144	90	Weak	Strong	False	False	0	0	1	0.01	False	True
938	136	109	Weak	Strong	False	False	0	0	1	0.01	False	True
939	143	108	Strong	Strong	True	False	0.3763	0	0.01	0.01	True	True
940	152	162	Weak	Strong	False	False	0	0	1	0.01	False	True
941	120	56	Weak	Strong	False	False	0	0	0.01	0.01	True	True
944	163	46	Strong	Weak	False	False	0	0	0.01	0.01	True	True
945	154	98	Strong	Weak	False	False	0	0	0.01	1	True	False
947	153	71	Weak	Strong	False	False	0	0	1	0.01	False	True
949	150	64	Strong	Strong	False	True	0	0.5655	0.01	0.01	True	True
950	164	77	Weak	Noise	False	False	0	0	1	1	False	False
951	136	102	Weak	Noise	False	False	0	0	1	1	False	False
954	126	82	Weak	Strong	False	False	0	0	1	0.01	False	True
957	139	37	Strong	Noise	False	False	0	0	0.01	1	True	False
958	140	55	Weak	Noise	False	False	0	0	1	1	False	False
962	154	32	Weak	Strong	False	True	0	0.6651	0.01	0.01	True	True
963	176	59	Weak	Strong	False	True	0	0.547	1	0.01	False	True
964	174	139	Strong	Weak	False	False	0	0	0.01	1	True	False
965	170	103	Weak	Strong	False	False	0	0	1	0.01	False	True
966	166	54	Weak	Strong	False	True	0	0.6906	1	0.01	False	True
967	165	84	Weak	Strong	False	False	0	0	1	0.01	False	True
969	114	69	Weak	Strong	False	False	0	0	1	0.01	False	True
972	136	89	Weak	Strong	False	False	0	0	1	0.01	False	True
973	147	48	Weak	Strong	False	True	0	0.6835	1	0.01	False	True
974	156	87	Weak	Strong	False	False	0	0	1	0.01	False	True
977	141	225	Weak	Strong	False	False	0	0	0.01	0.01	True	True
979	150	215	Weak	Strong	False	False	0	0	1	0.01	False	True
980	154	53	Weak	Strong	False	True	0	0.2661	0.01	0.01	True	True
981	162	62	Weak	Strong	False	True	0	0.2854	1	0.01	False	True
982	163	36	Weak	Strong	False	True	0	0.6009	1	0.01	False	True
983	162	42	Strong	Strong	False	True	0	0.6882	0.01	0.01	True	True
984	127	35	Weak	Strong	False	True	0	1	1	0.01	False	True
985	147	80	Weak	Strong	False	False	0	0	1	0.01	False	True
987	149	39	Weak	Strong	False	True	0	0.5698	1	0.01	False	True
988	151	43	Strong	Strong	False	True	0	0.7387	0.01	0.01	True	True
989	153	42	Weak	Strong	False	False	0	0	1	0.01	False	True
990	100	54	Weak	Strong	False	True	0	0.6306	1	0.01	False	True
991	90	74	Weak	Strong	False	True	0	0.8028	1	0.01	False	True
992	100	110	Weak	Strong	False	True	0	0.5344	1	0.01	False	True
993	100	76	Weak	Strong	False	True	0	0.6117	1	0.01	False	True
994	92	56	Weak	Strong	False	True	0	0.5838	1	0.01	False	True
996	81	69	Weak	Noise	False	False	0	0	0.01	1	True	False
997	116	67	Strong	Strong	False	True	0	0.5556	0.01	0.01	True	True
998	106	44	Weak	Strong	False	True	0	0.7102	1	0.01	False	True
1000	128	93	Weak	Strong	False	True	0	0.6804	1	0.01	False	True
1001	115	63	Weak	Strong	False	True	0	0.4872	1	0.01	False	True
1003	115	57	Strong	Strong	False	True	0	0.9201	0.01	0.01	True	True
1004	115	48	Weak	Strong	False	True	0	0.7035	1	0.01	False	True
1006	91	55	Weak	Strong	False	False	0	0	1	0.01	False	True
1007	102	44	Noise	Subclone	False	True	0	0.4447	1	0.01	False	True
1008	96	211	Weak	Strong	False	True	0	0.7237	0.01	0.01	True	True
1009	103	43	Weak	Strong	False	True	0	0.425	1	0.01	False	True
1010	95	65	Weak	Strong	False	True	0	0.6727	1	0.01	False	True
1011	99	59	Weak	Strong	False	True	0	0.4736	1	0.01	False	True
1012	119	32	Weak	Strong	False	True	0	0.6579	1	0.01	False	True
1013	114	59	Weak	Strong	False	False	0	0	1	0.01	False	True
1014	101	183	Weak	Strong	False	True	0	0.4246	1	0.01	False	True
1015	93	48	Weak	Strong	False	True	0	0.5362	1	0.01	False	True
1016	113	25	Weak	Strong	False	True	0	0.5963	1	0.01	False	True
1017	114	43	Weak	Strong	False	False	0	0	1	0.01	False	True
1018	101	41	Weak	Strong	False	True	0	0.5652	0.01	0.01	True	True
1019	105	27	Weak	Strong	False	True	0	0.6431	1	0.01	False	True
1020	91	123	Strong	Strong	False	True	0	0.5372	0.01	0.01	True	True
1021	99	68	Weak	Strong	False	True	0	0.5578	1	0.01	False	True
1022	132	92	Weak	Strong	False	True	0	0.4663	1	0.01	False	True
1023	91	156	Weak	Strong	False	False	0	0	1	0.01	False	True
1027	99	86	Noise	Weak	False	False	0	0	1	0.01	False	True
1028	113	74	Noise	Subclone	False	False	0	0	1	0.01	False	True
1029	102	100	Weak	Noise	False	False	0	0	1	1	False	False
1030	124	56	Weak	Noise	False	False	0	0	1	1	False	False
1031	88	69	Noise	Subclone	False	False	0	0	1	0.01	False	True
1032	111	56	Weak	Noise	False	False	0	0	1	1	False	False
1034	86	76	Weak	Strong	False	False	0	0	1	0.01	False	True
1035	100	70	Strong	Weak	False	False	0	0	0.01	1	True	False
1036	97	71	Strong	Noise	False	False	0	0	0.01	1	True	False
1038	89	66	Weak	Strong	False	True	0	0.4252	1	0.01	False	True
1039	111	54	Weak	Strong	False	True	0	0.4038	1	0.01	False	True
1040	92	69	Strong	Strong	False	True	0	0.5138	0.01	0.01	True	True
1041	101	57	Weak	Noise	False	False	0	0	1	1	False	False
1042	110	50	Noise	Weak	False	False	0	0	1	1	False	False
1044	102	66	Strong	Weak	False	False	0	0	0.01	1	True	False
1045	130	99	Weak	Noise	False	False	0	0	1	1	False	False
1046	116	102	Weak	Strong	False	True	0	0.3733	1	0.01	False	True
1048	129	84	Weak	Strong	False	False	0	0	1	0.01	False	True
1049	105	61	Weak	Noise	False	False	0	0	1	1	False	False
1051	129	46	Weak	Strong	False	True	0	0.4126	1	0.01	False	True
1052	102	25	Weak	Strong	False	True	0	0.5047	1	0.01	False	True
1053	111	50	Weak	Strong	False	True	0	0.5194	1	0.01	False	True
1054	104	50	Weak	Strong	False	True	0	0.4714	0.01	0.01	True	True
1055	101	45	Weak	Strong	False	True	0	0.726	1	0.01	False	True
1056	102	46	Weak	Strong	False	True	0	0.6143	1	0.01	False	True
1057	92	46	Strong	Strong	False	True	0	0.3203	0.01	0.01	True	True
1058	114	42	Weak	Strong	False	True	0	0.5116	1	0.01	False	True
1061	105	109	Weak	Strong	False	False	0	0	1	0.01	False	True
1062	92	44	Weak	Strong	False	False	0	0	1	0.01	False	True
1063	111	45	Weak	Strong	False	True	0	0.6055	1	0.01	False	True
1064	110	28	Weak	Strong	False	True	0	0.5731	1	0.01	False	True
1065	89	47	Weak	Strong	False	True	0	0.6206	0.01	0.01	True	True
1066	101	38	Weak	Strong	False	False	0	0	1	0.01	False	True
1067	118	57	Noise	Strong	False	True	0	0.3917	1	0.01	False	True
1068	98	50	Weak	Strong	False	False	0	0	1	0.01	False	True
1069	119	72	Weak	Strong	False	True	0	0.4299	1	0.01	False	True
1070	105	71	Weak	Strong	False	False	0	0.0812	1	0.01	False	True
1071	96	53	Weak	Strong	False	True	0	0.603	1	0.01	False	True
1072	110	34	Weak	Strong	False	True	0	0.4075	1	0.01	False	True
1073	116	56	Weak	Strong	False	False	0	0	1	0.01	False	True
1074	122	56	Weak	Strong	False	False	0	0	0.01	0.01	True	True
1075	111	44	Strong	Strong	False	True	0	0.4004	0.01	0.01	True	True
1076	104	43	Weak	Strong	False	True	0	0.4957	1	0.01	False	True
1078	116	49	Weak	Strong	False	True	0	0.5483	1	0.01	False	True
1079	116	45	Strong	Strong	False	True	0	0.5758	0.01	0.01	True	True
1080	98	47	Weak	Strong	False	False	0	0	1	0.01	False	True
1081	88	48	Weak	Strong	False	False	0	0	1	0.01	False	True
1082	141	53	Weak	Strong	False	True	0	0.7962	1	0.01	False	True
1083	99	38	Weak	Strong	False	True	0	0.7286	0.01	0.01	True	True
1084	109	46	Weak	Strong	False	False	0	0	1	0.01	False	True
1085	104	43	Weak	Strong	False	False	0	0	1	0.01	False	True
1086	106	93	Weak	Strong	False	False	0	0	1	0.01	False	True
1087	92	46	Weak	Strong	False	True	0	0.4475	1	0.01	False	True
1088	97	43	Strong	Strong	False	True	0	0.6556	0.01	0.01	True	True
1090	92	72	Weak	Strong	False	True	0	0.5163	0.01	0.01	True	True
1091	124	44	Weak	Strong	False	True	0	0.7638	1	0.01	False	True
1092	116	53	Strong	Strong	False	True	0	0.6695	0.01	0.01	True	True
1093	85	64	Weak	Strong	False	True	0	0.5709	1	0.01	False	True
1094	84	41	Weak	Strong	False	False	0	0	1	0.01	False	True
1095	105	54	Weak	Strong	False	True	0	0.5608	1	0.01	False	True
1096	71	39	Weak	Strong	False	False	0	0	0.01	0.01	True	True
1097	100	39	Weak	Strong	False	True	0	0.5735	1	0.01	False	True
1098	94	36	Weak	Strong	False	False	0	0	1	0.01	False	True
1100	84	30	Weak	Strong	False	True	0	0.4398	1	0.01	False	True
1101	92	57	Weak	Strong	False	False	0	0	1	0.01	False	True
1102	83	38	Strong	Strong	False	True	0	0.6065	0.01	0.01	True	True
1103	106	93	Weak	Strong	False	False	0	0	1	0.01	False	True
1104	86	29	Weak	Strong	False	True	0	0.5809	1	0.01	False	True
1105	118	62	Weak	Strong	False	True	0	0.4286	1	0.01	False	True
1106	102	50	Weak	Strong	False	True	0	0.8886	1	0.01	False	True
1108	108	49	Weak	Strong	False	False	0	0	1	0.01	False	True
1109	93	60	Weak	Strong	False	True	0	0.5	1	0.01	False	True
1110	101	59	Weak	Strong	False	True	0	0.4399	1	0.01	False	True
1111	104	45	Weak	Strong	False	True	0	0.4912	1	0.01	False	True
1112	100	96	Weak	Strong	False	False	0	0	1	0.01	False	True
1113	100	78	Weak	Strong	False	False	0	0	0.01	0.01	True	True
1114	87	43	Weak	Strong	False	True	0	0.4535	1	0.01	False	True
1115	92	58	Weak	Strong	False	False	0	0	1	0.01	False	True
1116	117	36	Weak	Strong	False	True	0	0.5174	1	0.01	False	True
1117	89	59	Weak	Strong	False	True	0	0.4825	1	0.01	False	True
